acc,loss,val_acc,val_loss
0.6299999952316284,0.7350693941116333,0.5,0.7924814820289612
0.5999999642372131,2.4251177310943604,0.5,0.7442854046821594
0.5499999523162842,1.2528492212295532,0.5,0.7750334739685059
0.9300000667572021,0.3134443461894989,0.5,0.8054958581924438
0.8999999761581421,0.3201047480106354,0.5,0.8221235871315002
0.85999995470047,0.37239205837249756,0.5,0.8032466173171997
0.8299999833106995,0.4202668368816376,0.5,0.7640183568000793
0.9100000262260437,0.28283578157424927,0.5,0.7308327555656433
0.9100000262260437,0.2194366753101349,0.5,0.712494432926178
0.89000004529953,0.24951189756393433,0.7000000476837158,0.7046955823898315
0.9399999976158142,0.20250204205513,0.75,0.7045774459838867
0.9200000762939453,0.22195710241794586,0.7250000238418579,0.7046711444854736
0.8799999952316284,0.31504717469215393,0.7750000357627869,0.6994922161102295
0.9700000286102295,0.16847623884677887,0.75,0.6948040723800659
0.9300000071525574,0.1800944209098816,0.7250000238418579,0.6912155151367188
0.9500000476837158,0.14721328020095825,0.5249999761581421,0.6915913224220276
0.9300000667572021,0.1912703812122345,0.5,0.6992388963699341
0.9900000095367432,0.09635607898235321,0.5,0.7140812873840332
0.9599999785423279,0.13741864264011383,0.5,0.7303986549377441
0.9399999976158142,0.14477235078811646,0.5,0.7471775412559509
0.9200000166893005,0.30216822028160095,0.5,0.7513236403465271
0.940000057220459,0.22525276243686676,0.5,0.7552670836448669
0.9399999976158142,0.19820153713226318,0.5,0.7473843693733215
0.9900000095367432,0.09235762059688568,0.5,0.7353348731994629
0.9700000286102295,0.1223175972700119,0.5,0.7248812317848206
0.8899999856948853,0.26540112495422363,0.5,0.7149732708930969
0.8700000643730164,0.41240084171295166,0.5,0.7060892581939697
0.9700000286102295,0.11753339320421219,0.5,0.6941778063774109
0.9700000286102295,0.1158648133277893,0.5,0.6812677979469299
0.9500000476837158,0.12608733773231506,0.5249999761581421,0.6688622236251831
0.9500000476837158,0.3199954032897949,0.550000011920929,0.6597107648849487
0.9700000286102295,0.08098234981298447,0.6000000238418579,0.6520617008209229
0.9599999785423279,0.1245952919125557,0.6749999523162842,0.646213173866272
0.9600000381469727,0.1397649496793747,0.6749999523162842,0.6465606689453125
0.9200000762939453,0.2532494068145752,0.6499999761581421,0.648414671421051
0.9000000357627869,0.2336197942495346,0.625,0.6550721526145935
0.9599999785423279,0.14783930778503418,0.5,0.6704966425895691
0.9699999690055847,0.11353360116481781,0.5,0.6900644302368164
0.9500000476837158,0.11794570088386536,0.5,0.7172820568084717
0.940000057220459,0.19182229042053223,0.5,0.7488296031951904
0.9100000858306885,0.33529654145240784,0.5,0.7720043063163757
0.9900000095367432,0.11360965669155121,0.5,0.7860305905342102
0.9700000286102295,0.11240290850400925,0.5,0.7703263163566589
0.9200000762939453,0.16063448786735535,0.5,0.7625615000724792
0.9700000286102295,0.17839732766151428,0.5,0.7217459082603455
0.9700000286102295,0.11797486990690231,0.5,0.6694946885108948
0.9900000095367432,0.07821209728717804,0.550000011920929,0.6221799254417419
0.9600000381469727,0.1087738573551178,0.7000000476837158,0.5983299016952515
0.9500000476837158,0.10680623352527618,0.75,0.5931739807128906
0.9300000071525574,0.2292954921722412,0.6749999523162842,0.5959077477455139
0.9200000166893005,0.24361644685268402,0.550000011920929,0.6144540905952454
0.9700000286102295,0.07573909312486649,0.5,0.6314814686775208
0.9700000286102295,0.10233834385871887,0.5,0.6469425559043884
0.9800000190734863,0.14713527262210846,0.5,0.6709792613983154
0.9300000667572021,0.23297831416130066,0.5,0.6967588067054749
0.9900000095367432,0.09280670434236526,0.5,0.7133651375770569
0.9600000381469727,0.1327035278081894,0.5,0.7226788997650146
0.9800000190734863,0.11530036479234695,0.5,0.7331055402755737
0.9700000286102295,0.18970830738544464,0.5,0.7928209900856018
0.9700000286102295,0.14424458146095276,0.5,0.849910318851471
0.9900000095367432,0.08513609319925308,0.5,0.8750013113021851
0.9800000190734863,0.07934920489788055,0.5,0.8966565728187561
0.940000057220459,0.15025615692138672,0.5,0.8498367667198181
0.9399999976158142,0.1859000027179718,0.5,0.8130947947502136
0.949999988079071,0.130131796002388,0.5,0.7849773168563843
0.9800000190734863,0.07900084555149078,0.5,0.7357099056243896
0.9800000190734863,0.09999893605709076,0.5,0.6942548751831055
0.9800000190734863,0.09430156648159027,0.5,0.660440981388092
0.9500000476837158,0.18786266446113586,0.5,0.637588381767273
0.9900000095367432,0.10593874752521515,0.5,0.6131683588027954
0.9900000095367432,0.08325770497322083,0.5750000476837158,0.5853127837181091
1.0,0.06698959320783615,0.8500000238418579,0.5726155638694763
0.9900000095367432,0.09346789121627808,0.8750000596046448,0.5723368525505066
0.9800000190734863,0.09675827622413635,0.7750000357627869,0.5702348947525024
0.9900000095367432,0.07394778728485107,0.625,0.5740277767181396
0.9900000095367432,0.0643106997013092,0.5,0.590213418006897
0.9900000095367432,0.06993482261896133,0.5,0.646551251411438
0.9700000286102295,0.14602799713611603,0.5,0.6354859471321106
0.9800000190734863,0.07128254324197769,0.5,0.6271599531173706
1.0,0.039680175483226776,0.5,0.6186960339546204
0.9799999594688416,0.08276702463626862,0.5,0.5821818113327026
0.9900000095367432,0.07286930084228516,0.7750000357627869,0.5518708229064941
0.9600000381469727,0.1263737678527832,0.8750000596046448,0.5459284782409668
0.9900000095367432,0.07962275296449661,0.925000011920929,0.5473901629447937
0.9900000095367432,0.0589267797768116,0.949999988079071,0.5494654774665833
0.9800000190734863,0.062221068888902664,0.949999988079071,0.5480625629425049
0.9900000095367432,0.07816246896982193,0.949999988079071,0.5448997020721436
0.9800000190734863,0.07015509158372879,0.949999988079071,0.5410634279251099
0.9900000095367432,0.05874244123697281,0.949999988079071,0.5355786085128784
0.9900000095367432,0.07528208196163177,0.824999988079071,0.5385282039642334
0.9900000095367432,0.07273629307746887,0.925000011920929,0.5340676307678223
0.9700000286102295,0.09243255853652954,0.9749999642372131,0.5337510108947754
0.9800000190734863,0.08026409149169922,0.9749999642372131,0.5286415219306946
0.9900000095367432,0.07181623578071594,0.949999988079071,0.5268368721008301
0.9800000190734863,0.0665922462940216,0.7249999642372131,0.5405490398406982
0.9700000286102295,0.09592515230178833,0.5,0.6070393919944763
0.9600000381469727,0.17388561367988586,0.5,0.6622346043586731
0.9700000286102295,0.08021903038024902,0.5,0.6253289580345154
0.9900000095367432,0.07241254299879074,0.5,0.551256537437439
1.0,0.04449555277824402,0.625,0.5098608136177063
1.0,0.0507509708404541,0.8500000238418579,0.4626484513282776
1.0,0.04391007125377655,1.0,0.43268439173698425
1.0,0.04285772144794464,0.9749999642372131,0.42522644996643066
0.9900000095367432,0.055613454431295395,0.875,0.4463226795196533
0.9900000095367432,0.06606190651655197,0.8250000476837158,0.470488041639328
0.9800000190734863,0.1319585144519806,0.7000000476837158,0.5240518450737
0.9800000190734863,0.0649489313364029,0.6500000357627869,0.5856831669807434
0.9900000095367432,0.04901117458939552,0.625,0.6286309957504272
0.9900000095367432,0.04710745811462402,0.574999988079071,0.6708838939666748
0.9900000095367432,0.09890354424715042,0.625,0.6439502239227295
0.9700000286102295,0.14470504224300385,0.7999999523162842,0.5102577209472656
0.9900000095367432,0.05997329205274582,0.9749999642372131,0.440684050321579
0.9900000095367432,0.0623563714325428,1.0,0.42869752645492554
1.0,0.043972089886665344,0.8500000238418579,0.4424858093261719
0.9900000095367432,0.06451916694641113,0.75,0.46141424775123596
0.9900000095367432,0.068710096180439,0.7750000357627869,0.4506095349788666
0.9900000095367432,0.057819269597530365,0.875,0.4275277853012085
0.9800000190734863,0.0745411217212677,0.949999988079071,0.41232362389564514
0.9900000095367432,0.05618066340684891,1.0,0.3951300382614136
0.9700000286102295,0.08997073769569397,0.824999988079071,0.4423788785934448
0.9600000381469727,0.09214287251234055,0.5999999642372131,0.6151241064071655
1.0,0.03936854749917984,0.574999988079071,0.8248923420906067
1.0,0.05039392411708832,0.5250000357627869,0.9790723323822021
1.0,0.07396696507930756,0.550000011920929,0.9528813362121582
0.9399999976158142,0.2140345573425293,0.5999999642372131,0.6082095503807068
0.9900000095367432,0.04840274527668953,0.9749999642372131,0.415188729763031
0.9900000095367432,0.05437513068318367,0.5,0.6154908537864685
0.9900000095367432,0.045562151819467545,0.5,0.9952531456947327
0.9900000095367432,0.06739102303981781,0.5,1.156274437904358
0.9900000095367432,0.06451569497585297,0.5,1.1845440864562988
0.9800000190734863,0.07798441499471664,0.5,0.8796976208686829
1.0,0.03860759735107422,0.5,0.6489871740341187
0.9700000286102295,0.11196038126945496,0.949999988079071,0.4398242235183716
0.9600000381469727,0.1523798704147339,0.5999999642372131,0.6319209337234497
0.9900000095367432,0.05356045067310333,0.550000011920929,0.9319356083869934
0.9900000095367432,0.04613933712244034,0.550000011920929,1.1379157304763794
0.9699999690055847,0.08479997515678406,0.550000011920929,1.1519855260849
0.9600000381469727,0.11140389740467072,0.550000011920929,0.9345651268959045
0.940000057220459,0.17836612462997437,0.625,0.6644458174705505
1.0,0.04477744549512863,0.824999988079071,0.4483705163002014
0.9900000095367432,0.06423962116241455,0.9749999642372131,0.3604377806186676
0.9900000095367432,0.05280584841966629,1.0,0.34156426787376404
0.9900000095367432,0.09326468408107758,1.0,0.3328799605369568
0.9900000095367432,0.060273677110672,1.0,0.3191782832145691
1.0,0.04920518398284912,1.0,0.30435407161712646
0.9600000381469727,0.09410526603460312,1.0,0.3024721145629883
0.9800000190734863,0.09057774394750595,1.0,0.31078848242759705
0.9200000166893005,0.2081478387117386,1.0,0.33747929334640503
0.9700000286102295,0.08910573273897171,0.9749999642372131,0.3686622977256775
1.0,0.042758651077747345,0.9749999642372131,0.39611685276031494
0.9900000095367432,0.05273059010505676,0.9749999642372131,0.4185807704925537
0.9800000190734863,0.09226100146770477,0.9000000357627869,0.45683935284614563
0.9800000190734863,0.09255151450634003,0.875,0.4847964942455292
1.0,0.04942033067345619,0.824999988079071,0.5090729594230652
0.9900000095367432,0.08577201515436172,0.824999988079071,0.5124030709266663
0.9800000190734863,0.06077660620212555,0.875,0.5005635023117065
0.9800000190734863,0.06660299003124237,0.875,0.49092963337898254
1.0,0.05180256441235542,0.875,0.477524995803833
0.9900000095367432,0.05153212323784828,0.875,0.4620567262172699
0.9900000095367432,0.049805838614702225,0.925000011920929,0.439692884683609
0.9900000095367432,0.08732415735721588,0.9749999642372131,0.41807425022125244
0.9800000190734863,0.1098523810505867,0.9749999642372131,0.41032013297080994
0.9700000286102295,0.11624641716480255,0.949999988079071,0.394994854927063
0.9900000095367432,0.05391711741685867,0.949999988079071,0.3792993724346161
0.9800000190734863,0.06489381939172745,0.9749999642372131,0.36151736974716187
0.9900000095367432,0.057843998074531555,0.9749999642372131,0.35068392753601074
0.9900000095367432,0.06999118626117706,0.9749999642372131,0.34913086891174316
0.9900000095367432,0.05788995325565338,0.949999988079071,0.3569304347038269
1.0,0.03737480193376541,0.925000011920929,0.3668323755264282
1.0,0.05480534955859184,0.875,0.3768184781074524
0.9900000095367432,0.0644531100988388,0.875,0.380616158246994
0.9700000286102295,0.09203571826219559,0.8999999761581421,0.3626524806022644
0.9900000095367432,0.04861210286617279,0.875,0.34220272302627563
0.9900000095367432,0.06393475085496902,0.925000011920929,0.30778953433036804
1.0,0.05246049165725708,0.9749999642372131,0.2841722369194031
1.0,0.04752848297357559,0.9749999642372131,0.25439977645874023
0.9900000095367432,0.0455743744969368,1.0,0.2422776222229004
1.0,0.034707941114902496,1.0,0.2363436222076416
0.9900000095367432,0.0763545036315918,1.0,0.22939586639404297
0.9900000095367432,0.04908214136958122,1.0,0.2265685349702835
0.9900000095367432,0.057736046612262726,1.0,0.2211325764656067
0.9600000381469727,0.12023325264453888,1.0,0.21742784976959229
0.9800000190734863,0.05809997022151947,0.925000011920929,0.2676457464694977
1.0,0.03975198045372963,0.8500000238418579,0.3504764139652252
1.0,0.040914613753557205,0.7750000357627869,0.4246158003807068
1.0,0.048273831605911255,0.7250000238418579,0.49269822239875793
0.9900000095367432,0.07439647614955902,0.6750000715255737,0.5300793051719666
1.0,0.040108829736709595,0.6500000357627869,0.5539963245391846
0.9900000095367432,0.05193822830915451,0.7250000238418579,0.5127366185188293
0.9800000190734863,0.11715882271528244,0.574999988079071,0.7827475666999817
0.9900000095367432,0.05708329752087593,0.574999988079071,0.9317560791969299
1.0,0.040258027613162994,0.574999988079071,1.0434644222259521
0.9900000095367432,0.05050892382860184,0.550000011920929,1.1567566394805908
0.9900000095367432,0.05620260536670685,0.550000011920929,1.2195467948913574
0.9900000095367432,0.0831490308046341,0.574999988079071,1.0428459644317627
0.9900000095367432,0.06815030425786972,0.5999999642372131,0.7362096309661865
1.0,0.04243708774447441,0.7250000238418579,0.47529298067092896
0.9900000095367432,0.05122462287545204,0.949999988079071,0.2399466186761856
1.0,0.04231632128357887,1.0,0.1958424150943756
0.9900000095367432,0.056014224886894226,0.8500000238418579,0.31388059258461
